TransactionAmount,TransactionType,Location,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,TransactionSpan,Outlier_Attempts,AgeGroup,Target
451.31,Debit,Fort Worth,ATM,62.0,Retired,166.0,1.0,2963.29,335.0,1,60+,0
144.1,Debit,Chicago,Branch,57.0,Doctor,30.0,1.0,11523.64,485.0,0,51-60,1
72.5,Debit,Fort Worth,ATM,40.0,Doctor,30.0,1.0,12723.62,573.0,0,31-40,1
74.11,Credit,Virginia Beach,Online,69.0,Retired,71.0,1.0,3920.11,422.0,1,60+,1
22.15,Debit,Denver,Branch,44.0,Doctor,73.0,1.0,7451.83,550.0,0,41-50,1
777.92,Debit,Austin,Branch,62.0,Doctor,97.0,1.0,7061.58,510.0,0,60+,3
790.07,Debit,Miami,Online,28.0,Student,197.0,1.0,985.7700000000001,527.0,0,18-30,2
406.33,Credit,Miami,Branch,59.0,Engineer,103.0,1.0,4298.34,485.0,0,51-60,3
767.41,Debit,Fort Worth,ATM,56.0,Doctor,26.999999999999996,1.0,12799.34,423.0,0,51-60,3
4.58,Credit,Atlanta,Online,21.0,Student,135.0,1.0,811.2399999999999,381.0,0,18-30,0
49.67,Debit,Atlanta,Online,21.0,Student,146.0,1.0,842.94,622.0,0,18-30,0
77.83,Credit,Kansas City,Branch,49.0,Engineer,146.0,1.0,2471.53,312.0,0,41-50,0
702.87,Debit,Washington,ATM,19.0,Student,183.99999999999997,1.0,1237.5,515.0,0,18-30,3
133.56,Debit,,Online,25.0,Student,177.0,1.0,783.8299999999999,649.0,0,18-30,0
868.05,Credit,San Diego,Online,49.0,Engineer,119.0,1.0,3931.03,661.0,0,41-50,3
52.87,Debit,Indianapolis,Branch,24.0,Student,70.0,1.0,960.96,583.0,0,18-30,1
179.0,Debit,Houston,ATM,78.0,Retired,121.0,1.0,7310.88,424.0,0,60+,0
211.36,Credit,Philadelphia,Online,73.0,Retired,37.0,1.0,1385.74,510.0,0,60+,1
384.11,Debit,Fort Worth,ATM,58.0,Retired,12.0,1.0,7902.5199999999995,538.0,0,51-60,1
227.61,Debit,Houston,Online,71.0,Retired,61.00000000000001,1.0,4405.28,453.99999999999994,0,60+,1
40.83,Debit,Indianapolis,ATM,48.0,Engineer,24.0,1.0,3944.12,445.0,0,41-50,1
19.76,Debit,Nashville,ATM,20.0,Student,240.0,1.0,1523.04,485.0,0,18-30,2
484.24,Debit,Raleigh,Branch,67.0,Doctor,77.0,1.0,8042.299999999999,524.0,0,60+,3
301.47,Debit,Colorado Springs,Branch,21.0,Student,291.0,1.0,560.73,647.0,0,18-30,2
199.09,Debit,Detroit,Online,70.0,Doctor,89.0,1.0,1658.52,534.0,0,60+,1
38.95,Debit,Los Angeles,Online,27.0,Engineer,50.00000000000001,1.0,731.52,485.0,0,18-30,1
515.94,Debit,San Francisco,ATM,29.0,Engineer,37.0,1.0,1389.89,317.0,0,18-30,1
41.93,Debit,Fresno,ATM,48.0,Engineer,136.0,1.0,5081.26,629.0,0,41-50,0
137.84,Debit,Omaha,ATM,27.0,Student,112.0,1.0,1000.3500000000001,356.0,0,18-30,0
95.35,Debit,Chicago,Online,21.0,Student,131.0,1.0,1639.9,466.0,0,18-30,0
93.14,Debit,Memphis,Online,67.0,Retired,151.0,1.0,5473.82,671.0,0,60+,0
211.36,Debit,New York,Branch,64.0,Doctor,159.0,1.0,1729.26,649.0,0,60+,0
79.33,Credit,Las Vegas,Online,51.0,Doctor,109.0,1.0,14798.1,333.0,0,51-60,0
76.89,Debit,Chicago,ATM,55.0,Doctor,132.0,1.0,9674.230000000001,543.0,0,51-60,0
233.71,Debit,Jacksonville,Online,19.0,Student,297.0,1.0,1231.98,601.0,0,18-30,2
14.92,Debit,Las Vegas,Branch,26.0,Engineer,120.0,1.0,6611.26,531.0,0,18-30,0
242.17,Debit,Jacksonville,ATM,60.0,Doctor,147.0,1.0,883.7199999999999,514.0,0,51-60,0
122.98,Debit,Jacksonville,Online,79.0,Retired,228.0,1.0,5055.99,468.0,0,60+,2
129.35,Debit,Las Vegas,ATM,52.0,Engineer,130.0,1.0,7166.88,432.99999999999994,0,51-60,0
138.33,Debit,Dallas,Online,21.0,Student,69.00000000000001,1.0,232.56,485.0,0,18-30,1
39.31,Debit,Portland,Online,25.0,Student,178.0,1.0,1236.38,370.00000000000006,0,18-30,0
91.85,Debit,Seattle,Online,21.0,Student,148.0,1.0,802.09,384.0,0,18-30,0
277.7,Debit,Nashville,Branch,58.0,Engineer,107.0,1.0,1423.2,499.99999999999994,0,51-60,0
114.03,Debit,Portland,ATM,51.0,Doctor,172.0,1.0,13388.56,345.0,0,51-60,0
302.63,Credit,San Jose,Branch,27.0,Engineer,10.0,1.0,2801.28,614.0,0,18-30,1
31.19,Debit,Charlotte,ATM,52.0,Engineer,74.0,1.0,5545.96,558.0,0,51-60,1
112.91,Credit,Tucson,Online,27.0,Engineer,135.0,1.0,4764.48,354.0,0,18-30,0
742.26,Debit,San Diego,Online,27.0,Engineer,36.0,1.0,7868.189999999999,502.00000000000006,0,18-30,3
256.8,Debit,Charlotte,ATM,26.0,Student,80.0,1.0,1128.38,618.0,0,18-30,1
378.68,Debit,Fort Worth,ATM,60.0,Doctor,239.0,1.0,7627.04,667.0,0,51-60,2
571.93,Debit,Washington,Online,52.0,Retired,119.0,1.0,4026.0300000000007,409.99999999999994,0,51-60,3
26.31,Credit,Austin,Online,77.0,Retired,163.0,1.0,7095.76,450.0,0,60+,0
205.58,Debit,Portland,Online,20.0,Student,112.0,1.0,1501.95,445.0,0,18-30,0
533.61,Debit,Mesa,Online,48.0,Engineer,115.0,1.0,3656.93,319.0,0,41-50,3
428.62,Debit,Raleigh,Branch,55.0,Retired,72.0,1.0,3473.24,517.0,0,51-60,3
361.22,Debit,Raleigh,ATM,64.0,Retired,167.0,1.0,7061.73,566.0,0,60+,0
837.29,Debit,Phoenix,Branch,25.0,Student,215.99999999999997,1.0,6012.67,342.0,0,18-30,2
117.25,Credit,Atlanta,Online,31.0,Doctor,73.0,1.0,13694.68,580.0,0,31-40,1
135.27,Debit,Atlanta,ATM,48.0,Doctor,131.0,1.0,9410.51,451.0,0,41-50,0
185.1,Debit,Albuquerque,Branch,53.0,Retired,22.999999999999996,1.0,6115.63,453.0,0,51-60,1
113.54,Debit,Columbus,Online,38.0,Engineer,273.0,1.0,5581.21,408.0,0,31-40,2
354.96,Debit,Fort Worth,Online,69.0,Doctor,96.0,1.0,6712.94,340.0,0,60+,3
224.22,Debit,Fresno,Branch,53.0,Doctor,37.0,1.0,8400.87,650.0,0,51-60,1
737.1,Debit,Washington,ATM,60.0,Retired,91.99999999999999,1.0,4644.19,473.0,0,51-60,3
223.22,Debit,Fort Worth,ATM,27.0,Student,96.0,1.0,1734.22,475.0,0,18-30,1
557.26,Debit,San Jose,ATM,69.0,Doctor,53.00000000000001,1.0,5237.12,396.0,0,60+,3
211.36,Debit,Memphis,Online,33.0,Engineer,95.0,1.0,969.06,615.0,0,31-40,1
27.44,Debit,Boston,ATM,62.0,Retired,164.0,1.0,5950.48,363.0,0,60+,0
310.09,Debit,Detroit,Branch,36.0,Doctor,166.0,1.0,9962.5,345.0,0,31-40,0
80.38,Debit,Kansas City,Online,52.0,Doctor,116.00000000000001,1.0,9662.88,608.0,0,51-60,0
26.1,Credit,Detroit,Branch,66.0,Doctor,115.0,1.0,5243.0,338.0,0,60+,0
845.14,Credit,Oklahoma City,Branch,73.0,Retired,183.0,1.0,1702.65,664.0,0,60+,3
59.73,Debit,Fresno,ATM,27.0,Student,56.0,1.0,800.93,531.0,0,18-30,1
758.77,Debit,San Antonio,ATM,60.0,Engineer,114.0,1.0,7231.47,498.99999999999994,0,51-60,3
301.51,Debit,Charlotte,ATM,22.0,Student,284.0,1.0,1052.31,618.0,0,18-30,2
418.03,Debit,Austin,,58.0,Doctor,161.0,1.0,10721.29,426.0,0,51-60,0
118.06,Credit,Las Vegas,Branch,32.0,Doctor,30.999999999999996,1.0,13560.63,529.0,0,31-40,1
483.92,Debit,New York,ATM,70.0,Retired,115.0,1.0,3138.0,384.0,0,60+,3
78.93,Debit,Mesa,ATM,38.0,Doctor,145.0,1.0,9916.24,625.0,0,31-40,0
36.63,Debit,Miami,ATM,75.0,Retired,261.0,1.0,7941.73,549.0,0,60+,2
87.85,Debit,Colorado Springs,Branch,49.0,Engineer,63.0,1.0,3753.2400000000002,326.0,0,41-50,1
211.36,Debit,Philadelphia,Online,31.0,Doctor,55.0,1.0,9733.83,475.0,0,31-40,1
705.34,Debit,Washington,Online,59.0,Doctor,123.99999999999999,1.0,5003.22,418.0,0,51-60,3
146.55,Debit,Virginia Beach,Online,54.0,Retired,123.99999999999999,1.0,4087.4400000000005,458.00000000000006,1,51-60,0
116.89,Debit,Columbus,Online,71.0,Retired,226.0,1.0,4880.31,349.0,0,60+,2
106.41,Debit,Los Angeles,Branch,57.0,Retired,87.0,1.0,1310.38,657.0,0,51-60,1
211.36,Debit,Boston,ATM,78.0,Retired,103.0,1.0,2513.51,587.0,0,60+,0
584.41,Debit,Las Vegas,ATM,23.0,Student,41.0,1.0,4475.22,671.0,0,18-30,3
584.98,Credit,Chicago,Branch,55.0,Retired,121.0,1.0,6521.05,510.0,0,51-60,3
79.21,Debit,Colorado Springs,Branch,56.0,Retired,140.0,1.0,1615.04,345.0,0,51-60,0
173.13,Credit,Atlanta,Online,20.0,Student,288.0,1.0,1490.34,395.0,0,18-30,2
335.7,Debit,El Paso,ATM,80.0,,57.0,1.0,6601.44,643.0,0,60+,1
211.36,Credit,Las Vegas,Online,50.0,Doctor,109.0,1.0,8611.17,342.0,0,41-50,0
422.81,Debit,Los Angeles,Branch,28.0,Student,193.0,1.0,1929.2799999999997,349.0,0,18-30,2
135.43,Debit,San Jose,ATM,57.0,Retired,91.99999999999999,1.0,5315.83,394.0,0,51-60,1
584.88,Debit,Philadelphia,ATM,26.0,Student,121.0,1.0,548.45,485.0,0,18-30,3
308.94,Debit,Los Angeles,Online,25.0,Student,167.0,1.0,1931.6599999999999,580.0,0,18-30,0
295.93,Debit,Boston,Branch,36.0,Doctor,117.0,1.0,1050.63,622.0,0,31-40,0
211.36,Debit,Philadelphia,Online,19.0,Student,50.00000000000001,1.0,9963.39,453.0,0,18-30,1
77.44,Debit,Washington,Branch,58.0,Retired,268.0,1.0,1950.63,496.0,0,51-60,2
92.5,Credit,Seattle,Online,40.0,Engineer,70.0,1.0,6295.45,405.0,0,31-40,1
97.74,Credit,Los Angeles,Online,41.0,Engineer,137.0,1.0,4113.63,426.0,0,41-50,0
291.68,Debit,Columbus,ATM,21.0,Student,90.0,1.0,1451.02,453.99999999999994,0,18-30,1
56.96,Debit,Albuquerque,ATM,22.0,Student,135.0,1.0,1597.85,496.0,0,18-30,0
436.8,Debit,Seattle,Online,27.0,Student,91.99999999999999,1.0,1256.33,489.0,0,18-30,3
259.49,Debit,Austin,Online,72.0,Retired,292.0,1.0,7320.61,513.0,0,60+,2
726.26,Debit,Omaha,Online,57.0,Retired,147.0,1.0,2150.38,629.0,0,51-60,3
568.68,Debit,Houston,ATM,72.0,Retired,101.0,1.0,2940.04,558.0,0,60+,3
77.57,Debit,Atlanta,Online,49.0,,225.0,1.0,12801.93,326.0,0,41-50,2
211.36,Debit,Boston,Online,29.0,Engineer,40.0,1.0,4272.41,531.0,0,18-30,1
14.16,Credit,Oklahoma City,Branch,74.0,Retired,290.0,1.0,5399.76,664.0,0,60+,2
211.36,Credit,Omaha,Branch,61.0,Retired,48.0,1.0,2467.39,477.99999999999994,0,60+,1
61.330000000000005,Debit,Raleigh,ATM,27.0,Engineer,129.0,1.0,7537.400000000001,409.99999999999994,0,18-30,0
27.64,Debit,New York,Online,54.0,Engineer,22.999999999999996,1.0,7498.509999999999,513.0,0,51-60,1
3.85,Debit,San Jose,ATM,29.0,Doctor,32.0,1.0,10506.41,566.0,0,18-30,1
431.22,Credit,Austin,Branch,73.0,Retired,129.0,1.0,6505.98,562.0,0,60+,3
178.55,Debit,Houston,Branch,55.0,Engineer,67.0,1.0,7568.400000000001,324.0,0,51-60,1
248.76,Debit,Denver,ATM,18.0,Student,56.0,1.0,546.46,529.0,0,<18,1
76.16,Debit,San Francisco,ATM,23.0,Student,99.0,1.0,1072.25,348.0,0,18-30,0
347.25,Debit,Indianapolis,ATM,69.0,Doctor,250.0,1.0,7273.55,643.0,0,60+,2
28.04,Debit,Los Angeles,ATM,57.0,Doctor,146.0,1.0,11197.54,627.0,1,51-60,0
325.98,Debit,Washington,ATM,19.0,Student,277.0,1.0,782.35,472.0,0,18-30,2
249.56000000000003,Debit,New York,Branch,76.0,Retired,246.0,1.0,4444.95,349.0,0,60+,2
17.43,Debit,Albuquerque,ATM,56.0,Doctor,33.0,1.0,10658.88,619.0,0,51-60,1
198.01,Credit,Austin,Branch,26.0,Student,40.0,1.0,250.93000000000004,559.0,0,18-30,1
585.58,Debit,Raleigh,Branch,23.0,Student,55.0,1.0,1729.02,426.0,0,18-30,3
434.67,Credit,Virginia Beach,Online,27.0,Student,123.99999999999999,1.0,1298.13,334.0,0,18-30,3
510.7,Credit,Nashville,Online,27.0,Student,294.0,1.0,5828.48,515.0,0,18-30,2
331.98,Debit,Denver,ATM,74.0,Retired,12.0,1.0,7600.99,432.99999999999994,0,60+,1
199.54,Debit,Portland,Online,56.0,Engineer,268.0,1.0,9603.73,390.00000000000006,0,51-60,2
212.97,Debit,Atlanta,Online,59.0,Engineer,178.0,1.0,4180.4,355.0,0,51-60,0
270.56,Debit,Philadelphia,Online,23.0,Student,139.0,1.0,1268.44,625.0,0,18-30,0
306.37,Debit,Colorado Springs,ATM,26.0,Engineer,120.0,1.0,9609.67,495.0,0,18-30,0
643.02,Credit,Detroit,ATM,38.0,Doctor,85.0,1.0,11989.39,398.0,0,31-40,3
98.48,Debit,Miami,Branch,47.0,Engineer,12.0,1.0,9538.92,626.0,0,41-50,1
889.01,Debit,Virginia Beach,Online,36.0,Engineer,169.0,1.0,4826.88,431.99999999999994,0,31-40,3
537.86,Debit,Kansas City,Online,27.0,Student,134.0,1.0,293.06,410.99999999999994,0,18-30,3
241.18,Debit,Mesa,ATM,25.0,Student,162.0,1.0,1445.53,523.0,0,18-30,0
130.54,Debit,Atlanta,ATM,64.0,Doctor,94.0,1.0,11204.62,578.0,0,60+,1
800.29,Credit,San Diego,Branch,20.0,Student,84.00000000000001,1.0,693.4,335.0,0,18-30,3
8.81,Debit,Dallas,Online,57.0,Doctor,165.0,1.0,13523.65,531.0,0,51-60,0
28.52,Debit,Detroit,ATM,20.0,Student,163.0,1.0,662.51,520.0,0,18-30,0
431.31,Credit,Atlanta,Online,23.0,Student,99.0,1.0,342.73,552.0,0,18-30,3
885.33,Credit,Raleigh,ATM,47.0,Engineer,59.00000000000001,1.0,7764.159999999999,439.0,0,41-50,3
199.23,Debit,Tucson,ATM,29.0,Engineer,53.99999999999999,1.0,9834.0,426.0,0,18-30,1
42.26,Debit,Raleigh,ATM,44.0,Doctor,171.0,1.0,268.77,374.0,0,41-50,0
166.06,Debit,Indianapolis,ATM,30.0,Engineer,172.0,1.0,5397.68,477.99999999999994,0,18-30,0
357.72,Debit,Miami,ATM,53.0,Retired,25.000000000000004,1.0,7659.500000000001,453.99999999999994,0,51-60,1
588.37,Debit,Dallas,Online,28.0,Student,284.0,1.0,1926.0799999999997,668.0,0,18-30,2
72.82,Debit,Houston,Online,68.0,Doctor,127.0,1.0,6911.62,359.0,0,60+,0
162.36,Debit,Tucson,Online,36.0,Engineer,147.0,1.0,7527.040000000001,347.0,0,31-40,0
584.82,Credit,Nashville,Online,43.0,Doctor,109.0,1.0,12071.1,383.0,0,41-50,3
38.15,Credit,Oklahoma City,Online,72.0,Retired,129.0,1.0,1425.47,394.0,0,60+,0
477.54,Credit,San Francisco,ATM,23.0,Student,52.00000000000001,1.0,1598.63,440.0,0,18-30,1
639.57,Debit,Philadelphia,Branch,60.0,Doctor,43.0,1.0,11726.47,321.0,0,51-60,3
58.23,Debit,Phoenix,Online,28.0,Student,34.0,1.0,9189.76,466.0,0,18-30,1
776.21,Credit,Raleigh,Online,78.0,Retired,99.0,1.0,4895.87,620.0,0,60+,3
188.61,Debit,Boston,Online,67.0,Retired,26.0,1.0,7167.57,307.0,0,60+,1
675.37,Credit,Jacksonville,Online,56.0,Retired,30.999999999999996,1.0,4704.91,310.0,0,51-60,3
94.82,Credit,Columbus,Branch,67.0,Retired,56.0,1.0,1267.72,593.0,0,60+,1
425.18,Credit,Fresno,Online,59.0,Engineer,135.0,1.0,5790.55,622.0,0,51-60,0
50.28,Debit,Oklahoma City,Branch,60.0,Engineer,65.0,1.0,5729.1,640.0,0,51-60,1
864.72,Credit,Detroit,Branch,34.0,Engineer,112.0,1.0,7379.38,436.00000000000006,0,31-40,3
70.68,Debit,El Paso,Online,25.0,Student,105.0,1.0,1478.41,347.0,0,18-30,0
261.77,Debit,Chicago,Online,28.0,Student,45.99999999999999,1.0,824.7099999999999,661.0,0,18-30,1
183.22,Debit,Milwaukee,ATM,27.0,Student,63.0,1.0,1024.42,395.0,0,18-30,1
58.32,Credit,Louisville,Branch,29.0,Engineer,275.0,1.0,6027.49,461.0,1,18-30,2
156.86,Debit,Charlotte,ATM,51.0,Doctor,102.0,1.0,14453.35,643.0,0,51-60,0
120.67,Debit,Colorado Springs,ATM,42.0,Doctor,233.0,1.0,5374.54,314.0,0,41-50,2
308.62,Credit,Sacramento,Branch,59.0,Engineer,101.0,1.0,9148.08,394.0,0,51-60,3
506.81,Debit,Milwaukee,ATM,59.0,Engineer,41.0,1.0,2757.23,319.0,0,51-60,1
328.39,Debit,New York,ATM,41.0,Engineer,107.99999999999999,1.0,2523.83,360.0,0,41-50,3
796.3,Debit,Austin,Branch,67.0,Retired,64.0,1.0,1498.79,592.0,0,60+,3
72.47,Debit,Boston,Online,29.0,Doctor,72.0,1.0,1305.56,383.0,0,18-30,1
279.6,Debit,Fort Worth,ATM,25.0,Student,131.0,1.0,1910.9000000000003,522.0,0,18-30,0
304.2,Debit,Indianapolis,Online,25.0,Student,102.0,1.0,423.64,514.0,0,18-30,3
351.38,Debit,New York,Branch,64.0,Retired,21.000000000000004,1.0,7606.63,496.0,0,60+,1
86.07,Debit,Dallas,Branch,31.0,Doctor,22.999999999999996,1.0,842.5599999999998,349.0,0,31-40,1
604.5,Debit,Portland,ATM,28.0,Student,80.0,1.0,709.4199999999998,453.0,0,18-30,3
258.7,Debit,Charlotte,ATM,27.0,Student,123.0,1.0,1358.37,620.0,0,18-30,0
211.36,Debit,Austin,Online,61.0,Doctor,158.0,1.0,13538.14,501.00000000000006,0,60+,0
11.46,Credit,Austin,Branch,75.0,Retired,64.0,1.0,7258.33,642.0,0,60+,1
63.75999999999999,Debit,San Antonio,ATM,69.0,Retired,100.00000000000001,1.0,4980.26,495.0,0,60+,0
446.83,Credit,Miami,Branch,55.0,Retired,143.0,1.0,1623.5,496.0,0,51-60,0
63.540000000000006,Debit,Dallas,ATM,26.0,Engineer,136.0,1.0,4401.78,531.0,0,18-30,0
81.11,Debit,Charlotte,Online,48.0,Engineer,110.0,1.0,2051.37,384.0,0,41-50,0
441.26,Credit,Tucson,Branch,58.0,Doctor,87.0,1.0,13704.92,615.0,1,51-60,3
170.96,Debit,Washington,Branch,64.0,Doctor,69.00000000000001,1.0,13374.89,311.0,0,60+,1
48.51,Debit,Austin,Branch,22.0,Student,69.00000000000001,1.0,3363.23,664.0,0,18-30,1
325.03,Debit,Jacksonville,Branch,60.0,Doctor,106.0,1.0,13521.76,662.0,0,51-60,3
125.83,Debit,Los Angeles,,57.0,Retired,138.0,1.0,6109.86,524.0,0,51-60,0
506.83,Debit,Indianapolis,,37.0,Engineer,45.0,1.0,9975.79,559.0,0,31-40,1
738.94,Debit,Philadelphia,Branch,41.0,Doctor,173.0,1.0,13856.18,391.00000000000006,0,41-50,3
180.36,Credit,Oklahoma City,Online,33.0,Engineer,55.0,1.0,9905.23,523.0,0,31-40,1
225.1,Debit,Boston,ATM,28.0,Student,35.0,1.0,1547.71,485.0,0,18-30,1
359.51,Debit,Charlotte,,79.0,Retired,157.0,1.0,7153.72,339.0,0,60+,0
720.46,Debit,Tucson,Branch,54.0,Retired,44.0,1.0,3101.54,332.0,0,51-60,3
211.36,Debit,Tucson,ATM,56.0,Retired,104.0,1.0,1393.14,619.0,0,51-60,0
291.46,Debit,Miami,ATM,57.0,Retired,135.0,1.0,7142.53,634.0,0,51-60,0
211.36,Debit,Las Vegas,Branch,23.0,Student,73.0,1.0,325.15,335.0,0,18-30,1
98.24,Debit,Mesa,Online,28.0,Student,148.0,1.0,580.66,573.0,0,18-30,0
100.48,Credit,Milwaukee,Branch,18.0,Student,104.0,1.0,6149.81,625.0,0,<18,0
45.9,Debit,Columbus,Branch,56.0,Engineer,264.0,1.0,5698.25,488.0,0,51-60,2
258.21,Debit,San Antonio,Online,39.0,Doctor,225.0,1.0,9562.41,342.0,0,31-40,2
211.36,Debit,Las Vegas,Online,53.0,Engineer,211.0,1.0,2038.31,548.0,0,51-60,2
287.51,Debit,El Paso,Online,22.0,Student,255.0,1.0,187.65,531.0,0,18-30,2
501.29999999999995,Credit,San Antonio,Online,26.0,Engineer,146.0,1.0,8520.08,531.0,0,18-30,0
26.1,Debit,Mesa,ATM,27.0,Student,32.0,1.0,1435.72,625.0,0,18-30,1
436.77,Debit,Jacksonville,ATM,20.0,Student,176.0,1.0,825.69,402.0,0,18-30,0
292.38,,Baltimore,ATM,68.0,Doctor,224.0,1.0,5803.89,538.0,0,60+,2
211.36,Debit,Philadelphia,Branch,53.0,Retired,165.0,1.0,3134.47,501.00000000000006,0,51-60,0
25.29,Debit,Miami,Online,50.0,,125.0,1.0,5374.69,465.0,0,41-50,0
123.34999999999998,Credit,Baltimore,Online,31.0,Doctor,10.0,1.0,6852.16,450.0,0,31-40,1
139.52,Debit,Portland,Branch,23.0,Student,30.999999999999996,1.0,1570.22,408.0,0,18-30,1
51.2,Debit,Tucson,Online,18.0,Student,83.0,1.0,730.6,601.0,0,<18,1
122.85,Credit,Seattle,Online,47.0,Doctor,127.0,1.0,13185.39,340.0,1,41-50,0
161.38,Credit,Colorado Springs,Online,24.0,Student,101.0,1.0,3900.3399999999997,360.0,0,18-30,0
2.51,Debit,Baltimore,Online,63.0,Retired,32.0,1.0,4891.56,566.0,0,60+,1
22.62,Debit,Virginia Beach,ATM,64.0,Doctor,102.0,1.0,7682.0,543.0,0,60+,0
126.83000000000001,Debit,Austin,Branch,57.0,Retired,39.0,1.0,6100.98,622.0,0,51-60,1
46.6,Debit,Detroit,Online,55.0,Doctor,68.00000000000001,1.0,1562.9,430.99999999999994,0,51-60,1
243.8,Debit,San Francisco,Branch,57.0,Doctor,48.0,1.0,13732.81,670.0,0,51-60,1
231.51,Credit,Oklahoma City,Branch,60.0,Retired,96.0,1.0,5790.7,432.99999999999994,0,51-60,1
175.05,Debit,,Online,39.0,Engineer,34.0,1.0,1447.35,671.0,0,31-40,1
762.74,Debit,Los Angeles,ATM,64.0,Doctor,244.0,1.0,207.1,551.0,0,60+,2
34.03,Debit,Los Angeles,Branch,57.0,Engineer,37.99999999999999,1.0,3077.2,531.0,0,51-60,1
15.950000000000001,Debit,Raleigh,Branch,25.0,Student,52.00000000000001,1.0,1983.0,600.0,0,18-30,1
101.51,Credit,Tucson,Online,46.0,Engineer,199.0,1.0,3052.47,591.0,0,41-50,2
309.42,Debit,Fresno,Branch,27.0,Engineer,42.00000000000001,1.0,8564.46,382.0,0,18-30,1
257.6,Credit,Fort Worth,Online,59.0,Retired,293.0,1.0,7950.74,321.0,0,51-60,2
746.78,Credit,,Branch,21.0,Student,64.0,1.0,1699.81,342.0,0,18-30,3
82.01,Credit,Sacramento,Branch,23.0,Student,156.0,1.0,287.46,314.0,0,18-30,0
476.99,Debit,San Diego,Online,23.0,Student,187.0,1.0,1154.48,663.0,0,18-30,0
320.11,Debit,El Paso,Branch,23.0,Student,130.0,1.0,4076.4799999999996,485.0,0,18-30,0
333.39,Debit,Philadelphia,ATM,68.0,Doctor,35.0,1.0,10628.59,419.0,0,60+,1
10.3,Debit,Fresno,ATM,47.0,Engineer,197.0,1.0,7801.32,332.0,0,41-50,0
737.46,Credit,Albuquerque,Branch,53.0,Doctor,75.0,1.0,634.16,670.0,1,51-60,3
416.55,Debit,Oklahoma City,Online,33.0,Engineer,73.0,1.0,922.9599999999999,485.0,0,31-40,3
84.91,Debit,Raleigh,Online,18.0,Student,68.00000000000001,1.0,1072.25,384.0,0,<18,1
98.95,Debit,Mesa,Branch,75.0,Retired,73.0,1.0,5670.82,310.0,0,60+,1
18.14,Credit,Milwaukee,ATM,58.0,Retired,48.0,1.0,6020.85,625.0,0,51-60,1
211.36,Debit,Columbus,ATM,51.0,Doctor,107.99999999999999,1.0,6180.3,459.00000000000006,0,51-60,0
215.13,Debit,Charlotte,Online,46.0,Engineer,114.0,1.0,3956.6899999999996,668.0,0,41-50,0
218.57,Credit,Memphis,Branch,62.0,Doctor,102.0,1.0,13869.86,384.0,0,60+,0
341.88,Debit,Austin,ATM,43.0,Engineer,89.0,1.0,4159.52,508.0,0,41-50,3
691.92,Debit,Boston,Online,19.0,Student,61.00000000000001,1.0,1084.65,482.0,0,18-30,3
50.43,Debit,San Jose,Branch,32.0,Doctor,51.00000000000001,1.0,9794.26,482.0,0,31-40,1
440.43,Debit,Colorado Springs,Branch,78.0,Retired,22.999999999999996,1.0,5123.24,408.99999999999994,0,60+,1
299.03,Debit,Columbus,Branch,39.0,Engineer,52.00000000000001,1.0,1381.28,654.0,0,31-40,1
1.98,Debit,Seattle,ATM,66.0,Doctor,170.0,1.0,11619.1,314.0,0,60+,0
173.45,Debit,Philadelphia,ATM,31.0,Engineer,161.0,1.0,9077.62,314.0,0,31-40,0
438.76,Debit,San Antonio,Branch,22.0,Student,73.0,1.0,1824.19,629.0,0,18-30,3
519.62,Credit,Washington,Online,71.0,Retired,40.0,1.0,4159.33,346.0,0,60+,1
738.68,Debit,Chicago,Online,50.0,Doctor,123.99999999999999,1.0,14352.33,607.0,0,41-50,3
151.14,Debit,Memphis,Online,64.0,Retired,37.99999999999999,1.0,2156.54,521.0,0,60+,1
75.77,Debit,Charlotte,Branch,51.0,Engineer,148.0,1.0,8361.7,453.99999999999994,0,51-60,0
444.52,Debit,Louisville,Online,27.0,Engineer,17.0,1.0,5424.6,579.0,0,18-30,1
5.29,Debit,Indianapolis,Online,52.0,Doctor,276.0,1.0,11263.89,606.0,0,51-60,2
97.63,Credit,Milwaukee,Online,48.0,Doctor,127.0,1.0,12467.31,538.0,0,41-50,0
256.95,Debit,San Diego,Branch,26.0,Engineer,71.0,1.0,2531.24,549.0,0,18-30,1
734.86,Credit,Boston,Branch,48.0,Engineer,290.0,1.0,6242.03,331.0,0,41-50,2
211.36,Debit,Columbus,ATM,36.0,Doctor,107.0,1.0,11565.97,614.0,1,31-40,0
84.28,Debit,Memphis,Branch,39.0,Doctor,142.0,1.0,13586.06,510.0,0,31-40,0
211.36,Debit,Austin,ATM,24.0,Student,95.0,1.0,1161.84,453.99999999999994,0,18-30,1
202.49,Credit,Virginia Beach,ATM,48.0,Engineer,69.00000000000001,1.0,7447.099999999999,311.0,0,41-50,1
154.99,Debit,Mesa,Branch,25.0,Student,53.00000000000001,1.0,1419.31,432.99999999999994,0,18-30,1
481.53,Debit,Atlanta,Branch,58.0,Retired,277.0,1.0,6142.54,418.0,0,51-60,2
172.92,Debit,Miami,Online,20.0,Student,212.0,1.0,416.37,432.99999999999994,0,18-30,2
275.59,Credit,Philadelphia,Branch,53.0,Retired,238.0,1.0,6313.22,390.00000000000006,0,51-60,2
